#separator \x09
#set_separator	,
#empty_field	(empty)
#unset_field	-
#path	http
#open	2019-11-16-20-11-07
#fields	ts	uid	id.orig_h	id.orig_p	id.resp_h	id.resp_p	trans_depth	method	host	uri	referrer	user_agent	request_body_len	response_body_len	status_code	status_msg	info_code	info_msg	filename	tags	username	password	proxied	orig_fuids	orig_mime_types	resp_fuids	resp_mime_types
#types	time	string	addr	port	addr	port	count	string	string	string	string	string	count	count	count	string	count	string	string	set[enum]	string	string	set[string]	vector[string]	vector[string]	vector[string]	vector[string]
1566626452.568034	CerkZA4ceLCJzkbIH1	192.168.134.129	26380	34.200.30.249	80	1	GET	wright.edu	/	-	'Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.97 Safari/537.36'	0	229	307	Temporary Redirect	-	-	-	(empty)	-	-	-	-	-	FsLyS84MMYi7ddTVtb	text/html
1566626933.138995	CU9Nz63nYIm6dAJJo1	192.168.134.129	27232	68.67.179.121	80	1	POST	ib.adnxs.com	/ut/v3/prebid	http://www.slate.fr/	'Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.97 Safari/537.36'	780	261	200	OK	-	-	-	(empty)	-	-	-	Fitv023zABWQpcqW23	text/json	FfDdNH28qPatkzIo8c	text/json
1566626933.138223	CLcInloeSd0V3Zi6k	192.168.134.129	27231	68.67.179.121	80	1	POST	ib.adnxs.com	/ut/v3/prebid	http://www.slate.fr/	'Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.97 Safari/537.36'	778	258	200	OK	-	-	-	(empty)	-	-	-	Frff7yFajiqKORhua	text/json	FVOOcP2U3F5v2v7GVh	text/json
1566626932.439653	CxAPv02VZ3NRozi7Pc	192.168.134.135	42159	182.140.213.106	80	1	GET	js.xmnn.cn	/TouchSlide.1.1.js	http://www.xmnn.cn/	'Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.97 Safari/537.36'	0	5804	200	OK	-	-	-	(empty)	-	-	-	-	-	FPsZBj4rTHgTjkrYKk	text/plain
1566626933.139374	C5gmfQly9czV7x9si	192.168.134.129	27229	68.67.179.121	80	1	POST	ib.adnxs.com	/ut/v3/prebid	http://www.slate.fr/	'Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.97 Safari/537.36'	780	7122	200	OK	-	-	-	(empty)	-	-	-	Fww7Dc18Aq9FmW5zO6	text/json	FAUCD52lmUmKxZrb8g	text/json
1566626933.334411	CDkYc21d012W9yRx6b	192.168.134.129	27237	13.35.78.4	80	1	GET	a.mailmunch.co	/forms-cache/481164/settings-1574056291.json	http://www.slate.fr/	'Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.97 Safari/537.36'	0	1918	200	OK	-	-	-	(empty)	-	-	-	-	-	Fv08gk4lhAcM4uWTS9	text/json
1566626933.139686	CQe8wJ28yekbu4UmZ6	192.168.134.129	27230	68.67.179.121	80	1	POST	ib.adnxs.com	/ut/v3/prebid	http://www.slate.fr/	'Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.97 Safari/537.36'	780	20036	200	OK	-	-	-	(empty)	-	-	-	FiPZuH3loYy29CKa5e	text/json	FcCLnxyJElW9iEPMa	text/json
1566626933.452470	CnUUgt345z5ck2fBX5	192.168.134.129	27221	104.20.17.220	80	6	GET	www.slate.fr	/sites/all/themes/slatefr/static/svg/slate-white.svg	http://www.slate.fr/	'Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.97 Safari/537.36'	0	1688	200	OK	-	-	-	(empty)	-	-	-	-	-	FvKwBu2wppXDrVwyZ4	text/plain
1566626932.279133	Cd88Lq32b9U0wiuJN5	192.168.134.135	42143	182.140.213.106	80	2	GET	www.xmnn.cn	/images/ewm-wap.png	http://www.xmnn.cn/	'Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.97 Safari/537.36'	0	7858	200	OK	-	-	-	(empty)	-	-	-	-	-	FSAYDV2phQAgfwRU4g	image/png
1566626933.467554	CwnUEd1n9VK3j0R3yb	192.168.134.129	27217	13.35.78.4	80	3	GET	a.mailmunch.co	/app/v1/popover.js	http://www.slate.fr/	'Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.97 Safari/537.36'	0	8256	200	OK	-	-	-	(empty)	-	-	-	-	-	FG0bq3CtDCMWuU6Il	text/plain
1566626933.453907	CFYHNn4MkNtywbZxr7	192.168.134.129	27213	104.20.17.220	80	8	GET	www.slate.fr	/sites/all/themes/slatefr/scripts/module-slideshow-manager-e66d3d7aeecf3c7cb83a.js	http://www.slate.fr/	'Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.97 Safari/537.36'	0	5811	200	OK	-	-	-	(empty)	-	-	-	-	-	FSHeqW1EcnUVpOEZV6	text/plain
1566626933.455141	C6ITM31KcryBut9uzg	192.168.134.129	27212	104.20.17.220	80	7	GET	www.slate.fr	/sites/all/themes/slatefr/scripts/vendors~module-slideshow-manager-bf5956e405a7364b9a09.js	http://www.slate.fr/	'Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.97 Safari/537.36'	0	20609	200	OK	-	-	-	(empty)	-	-	-	-	-	F7U0uq1JJji0C2h4xd	text/plain
1566626933.523407	CYD7mR3EhcX9SMcLC3	192.168.134.129	27238	192.184.68.133	80	1	GET	pixel.quantserve.com	/pixel;r=2075435939;rf=0;a=p-wmHYJbTCYsARY;url=http://www.slate.fr/;fpan=1;fpa=P0-1589981400-1574094735414;ns=0;ce=1;qjs=1;qv=4c19192-20180628134937;cm=;ref=;je=0;sr=1920x1080x24;enc=n;dst=0;et=1574094735413;tzo=0;ogl=title.Slate%2Efr - Culture%2C politique%2C \xc3\xa9conomie%2C tech%2C sciences%2C sant\xc3\xa9,locale.fr_FR,url.http://www%2Eslate%2Efr/,image.http://www%2Eslate%2Efr/sites/all/themes/slatefr/static/images/placeholder_share%2Epng,image:width.1200,image:height.630,description.Slate%2Efr est le magazine en ligne de r\xc3\xa9f\xc3\xa9rence%2E Analyses%2C enqu\xc3\xaates et commentair,site_name.Slate%2Efr,type.website	http://www.slate.fr/	'Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.97 Safari/537.36'	0	35	200	OK	-	-	-	(empty)	-	-	-	-	-	FZrK8D4pHcNnXfruXf	image/gif
1566626933.704596	CDkYc21d012W9yRx6b	192.168.134.129	27237	13.35.78.4	80	2	GET	a.mailmunch.co	/forms-cache/481164/699103/index-1573553292.html	http://www.slate.fr/	'Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.97 Safari/537.36'	0	116530	200	OK	-	-	-	(empty)	-	-	-	-	-	FBpIDv31UtohPorQnf	text/html
1566626932.724455	C3SGNf2dh4lwkXvkX3	192.168.134.135	42158	182.140.213.106	80	2	GET	js.xmnn.cn	/gb2big5.js	http://www.xmnn.cn/	'Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.97 Safari/537.36'	0	11162	200	OK	-	-	-	(empty)	-	-	-	-	-	FfQhDu3nPCTvsVOv9a	text/plain
1566626934.083891	CwnUEd1n9VK3j0R3yb	192.168.134.129	27217	13.35.78.4	80	4	GET	a.mailmunch.co	/v2/themes/mailmunch/falcon/popover/index.css	http://www.slate.fr/	'Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.97 Safari/537.36'	0	13540	200	OK	-	-	-	(empty)	-	-	-	-	-	Frm9iY2Q1oN9hwyEil	text/plain
1566626933.482443	CJuzGj1cVfz0T4QPOl	192.168.134.135	42157	119.188.95.114	80	2	GET	news.xmnn.cn	/images2019/banner1_20191108.jpg	http://www.xmnn.cn/	'Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.97 Safari/537.36'	0	64705	200	OK	-	-	-	(empty)	-	-	-	-	-	FP4Psu2Am1GyUZB6W8	image/jpeg
1566626934.759099	C6ITM31KcryBut9uzg	192.168.134.129	27212	104.20.17.220	80	8	GET	www.slate.fr	/sites/default/files/styles/330x188/public/5_24.jpg	http://www.slate.fr/	'Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.97 Safari/537.36'	0	11555	200	OK	-	-	-	(empty)	-	-	-	-	-	FL38tmNZOOnnTDU32	image/jpeg
1566626933.438974	CUGrYV3WpOUvQYf0y9	192.168.134.135	42160	182.140.213.106	80	1	GET	js.xmnn.cn	/xmnn/footer.js	http://www.xmnn.cn/	'Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.97 Safari/537.36'	0	5270	200	OK	-	-	-	(empty)	-	-	-	-	-	FMveNx3FYFw2XPvwxb	application/javascript
1566626934.733223	CJuzGj1cVfz0T4QPOl	192.168.134.135	42157	119.188.95.114	80	3	GET	news.xmnn.cn	/images2019/banner2_20191108.jpg	http://www.xmnn.cn/	'Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.97 Safari/537.36'	0	69071	200	OK	-	-	-	(empty)	-	-	-	-	-	F2ISNK1dmqN2WIojVk	image/jpeg
1566626933.300447	CxAPv02VZ3NRozi7Pc	192.168.134.135	42159	182.140.213.106	80	2	GET	js.xmnn.cn	/jquery-1.11.1.min.js	http://www.xmnn.cn/	'Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.97 Safari/537.36'	0	93872	200	OK	-	-	-	(empty)	-	-	-	-	-	FE36xR105nxj8bWxm1	text/plain
1566626937.804270	CcEVyib1250OYSzYj	192.168.134.135	42163	119.188.95.114	80	1	-	-	-	-	-	0	110	408	Request Time-out	-	-	-	(empty)	-	-	-	-	-	Fr213we3MFObo8ned	text/html
1566626940.971308	CVtjM34xq8Mih8rBl	192.168.134.132	33527	13.35.85.146	80	1	GET	kaercher.com	/	-	'Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.97 Safari/537.36'	0	178	301	Moved Permanently	-	-	-	(empty)	-	-	-	-	-	F9wSKi3ldpZevVwF9i	text/html
1566626941.719758	C9Npzu3AT1fdrtF626	192.168.134.133	4731	52.199.139.113	80	1	GET	teacup.com	/	-	'Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.97 Safari/537.36'	0	230	301	Moved Permanently	-	-	-	(empty)	-	-	-	-	-	FuQ3vp2terrpY9lmlb	text/html
1566626942.129055	CTaABKPG62koYy4rc	192.168.134.133	4733	54.178.183.150	80	1	GET	www.teacup.com	/	-	'Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.97 Safari/537.36'	0	207	302	Found	-	-	-	(empty)	-	-	-	-	-	FEvpP02vHntlFLf5za	text/html
1566626942.886906	CtXobn2E3CgUz1FTpa	192.168.134.130	40793	144.202.46.214	80	1	POST	144.202.46.214	/504vsa/server/vssvc.php	-	Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; Trident/5.0)	95	237	200	OK	-	-	-	(empty)	-	-	-	F3ROuV1hcb9MMWvmla	text/plain	F1uMTH2ftleIsSUgQa	text/html
1566626943.379507	CuMZFos4sN1hyQNNe	192.168.134.131	35471	173.226.48.53	80	1	GET	astronomy.com	/	-	'Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.97 Safari/537.36'	0	92218	200	OK	-	-	-	(empty)	-	-	-	-	-	FLs6Pl4E8uux5WTFm1	text/html
1566626943.641757	ChyeAz3CgJ2oOIaG85	192.168.134.131	35474	173.226.48.53	80	1	GET	astronomy.com	/sitefiles/scripts/jquery.mousewheel.js	http://astronomy.com/	'Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.97 Safari/537.36'	0	3846	200	OK	-	-	-	(empty)	-	-	-	-	-	FcB08L1GnYXdhfGTq	text/plain
1566626943.636375	CFLp031QdU8Rlgbu2b	192.168.134.131	35473	173.226.48.53	80	1	GET	astronomy.com	/sitefiles/scripts/jquery.colorbox-min.js	http://astronomy.com/	'Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.97 Safari/537.36'	0	11924	200	OK	-	-	-	(empty)	-	-	-	-	-	FOu4F831ibhGrVLrZd	text/plain
1566626943.655016	CuRNGu3Im8oHKtfA16	192.168.134.131	35477	173.226.48.53	80	1	GET	astronomy.com	/sitefiles/scripts/jquery.blockui.js	http://astronomy.com/	'Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.97 Safari/537.36'	0	8388	200	OK	-	-	-	(empty)	-	-	-	-	-	FdQWYN3maWVG1h8Lh9	application/javascript
1566626943.710919	CBm7gSEDx6ioLILti	192.168.134.131	35481	216.136.121.130	80	1	GET	secure.kalmbach.com	/kserv/libs/jquery.backup.js	http://astronomy.com/	'Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.97 Safari/537.36'	0	178	302	Redirect	-	-	-	(empty)	-	-	-	-	-	Fl635x2WA2F7MeqVrj	text/html
1566626943.632990	COtA1LxIU81qmD8Dg	192.168.134.131	35472	173.226.48.53	80	1	GET	astronomy.com	/bundles/styles/almanac?v=Pp-wqxpGQ9qrIqxDtrqD41HpoPXBYBqClH88yypT3Z81	http://astronomy.com/	'Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.97 Safari/537.36'	0	21859	200	OK	-	-	-	(empty)	-	-	-	-	-	FTbXHA4tJbXXeLYqo3	text/plain
1566626943.642015	Ck0dGc2jYSYfGulbag	192.168.134.131	35475	173.226.48.53	80	1	GET	astronomy.com	/sitefiles/scripts/jquery.jscrollpane.min.js	http://astronomy.com/	'Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.97 Safari/537.36'	0	14107	200	OK	-	-	-	(empty)	-	-	-	-	-	FJCKvok5h43RKwbd4	text/plain
1566626943.715990	CFLp031QdU8Rlgbu2b	192.168.134.131	35473	173.226.48.53	80	2	GET	astronomy.com	/sitefiles/styles/override_1170_1101.css	http://astronomy.com/	'Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.97 Safari/537.36'	0	1725	200	OK	-	-	-	(empty)	-	-	-	-	-	FEih3I24Mgb285dW8k	text/plain
1566626943.717140	ChyeAz3CgJ2oOIaG85	192.168.134.131	35474	173.226.48.53	80	2	GET	astronomy.com	/sitefiles/styles/override_1100_961.css	http://astronomy.com/	'Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.97 Safari/537.36'	0	3314	200	OK	-	-	-	(empty)	-	-	-	-	-	FdtUAj1tjd31qVLwV1	text/plain
1566626943.601723	CuMZFos4sN1hyQNNe	192.168.134.131	35471	173.226.48.53	80	2	GET	astronomy.com	/bundles/styles/base?v=zOgRRynbqH-L3V-nrweMQL3DwgkkHUBBJHJ1GTGRoww1	http://astronomy.com/	'Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.97 Safari/537.36'	0	91004	200	OK	-	-	-	(empty)	-	-	-	-	-	FInbzJ3KKIn15rXoW5	text/plain
1566626943.933838	CFLp031QdU8Rlgbu2b	192.168.134.131	35473	173.226.48.53	80	3	GET	astronomy.com	/bundles/scripts/homepage?v=kwt3uo1ebjzBe5uhzvxOeXH0PKcQTVTGe2-vNY76lN01	http://astronomy.com/	'Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.97 Safari/537.36'	0	17233	200	OK	-	-	-	(empty)	-	-	-	-	-	FXnCoV2A4zzrQ3l4Mj	text/plain
1566626943.934865	ChyeAz3CgJ2oOIaG85	192.168.134.131	35474	173.226.48.53	80	3	GET	astronomy.com	/bundles/scripts/main?v=HUG5tdn7a5REE7npp-z9TQpXAXRVSAbUjOJAyC6aSlE1	http://astronomy.com/	'Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.97 Safari/537.36'	0	18605	200	OK	-	-	-	(empty)	-	-	-	-	-	FObXUa2CDIV9u3IuJ	text/plain
1566626944.539762	CwRdmD31VqC4ILIXm5	192.168.134.131	35484	13.33.33.134	80	1	GET	assets.pcrl.co	/js/jstracker.min.js	http://astronomy.com/	'Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.97 Safari/537.36'	0	3359	200	OK	-	-	-	(empty)	-	-	-	-	-	Fpmytd2AMEy8XX2wh1	text/plain
1566626944.523823	COtA1LxIU81qmD8Dg	192.168.134.131	35472	173.226.48.53	80	2	GET	astronomy.com	/sitefiles/images/menu_icon.png	http://astronomy.com/	'Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.97 Safari/537.36'	0	91	200	OK	-	-	-	(empty)	-	-	-	-	-	FvfIK139OTpDNeuMd6	image/png
1566626944.588465	CdzoWq3jB9eU2GNfN5	192.168.134.131	35487	13.35.87.4	80	1	GET	contentz.mkt932.com	/lp/static/js/iMAWebCookie.js?d1e832-1153df92d7e-f528764d624db129b32c21fbca0cb8d6&h=www.pages03.net	http://astronomy.com/	'Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.97 Safari/537.36'	0	14194	200	OK	-	-	-	(empty)	-	-	-	-	-	FGP3kN2jmTbrpQKNye	application/javascript
1566626944.588855	Ca5ad61ZIKGJVfjcjl	192.168.134.131	35486	172.217.10.131	80	1	GET	ssl.gstatic.com	/images/icons/gplus-16.png	http://astronomy.com/	'Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.97 Safari/537.36'	0	737	200	OK	-	-	-	(empty)	-	-	-	-	-	FQNCzx4W9haxV9vF89	image/png
1566626944.523359	Ck0dGc2jYSYfGulbag	192.168.134.131	35475	173.226.48.53	80	2	GET	astronomy.com	/-/media/Images/Magazine Covers/2019/decembercover.jpg?mh=240	http://astronomy.com/	'Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.97 Safari/537.36'	0	29085	200	OK	-	-	-	(empty)	-	-	-	-	-	FvWVPpyCCC41RYrk1	image/jpeg
1566626944.524199	CuRNGu3Im8oHKtfA16	192.168.134.131	35477	173.226.48.53	80	2	GET	astronomy.com	/sitefiles/images/logo.png	http://astronomy.com/	'Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.97 Safari/537.36'	0	26072	200	OK	-	-	-	(empty)	-	-	-	-	-	F9P58X6ZbResDaLN9	image/png
1566626944.577689	C3gj9i2KdqDH3YZ4Ug	192.168.134.131	35485	173.226.48.71	80	1	GET	cs.astronomy.com	/resized-image.ashx/__size/300x0/__key/communityserver-blogs-components-weblogfiles/00-00-00-00-51-Reviews/5102.Warmflash-book-cover.jpg	http://astronomy.com/	'Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.97 Safari/537.36'	0	31362	200	OK	-	-	-	(empty)	-	-	-	-	-	FJA5Vv41k1lj3Uazi	image/jpeg
1566626944.807037	C0fLvH2LE6x5787ce9	192.168.134.131	35494	173.226.48.71	80	1	GET	cs.astronomy.com	/resized-image.ashx/__size/300x0/__key/telligent-evolution-components-attachments/13-61-00-00-00-49-25-58/Saturn-2-Large.jpg	http://astronomy.com/	'Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.97 Safari/537.36'	0	3449	200	OK	-	-	-	(empty)	-	-	-	-	-	FogpU33larEiErFN2f	image/jpeg
1566626944.810574	Cvl2lV3QUlCYO92l04	192.168.134.131	35492	173.226.48.53	80	1	GET	astronomy.com	/sitefiles/images/topribbon_arrow.png	http://astronomy.com/bundles/styles/base?v=zOgRRynbqH-L3V-nrweMQL3DwgkkHUBBJHJ1GTGRoww1	'Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.97 Safari/537.36'	0	386	200	OK	-	-	-	(empty)	-	-	-	-	-	FaJwGK2JbOQhgjnece	image/png
1566626944.802182	Cg69S83U3A4HEnmD97	192.168.134.131	35489	173.226.48.53	80	1	GET	astronomy.com	/sitefiles/images/nav_edge.png	http://astronomy.com/bundles/styles/base?v=zOgRRynbqH-L3V-nrweMQL3DwgkkHUBBJHJ1GTGRoww1	'Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.97 Safari/537.36'	0	71	200	OK	-	-	-	(empty)	-	-	-	-	-	FelDdF3dQyy93gocEi	image/png
1566626944.792990	CNzPfi41gMIcKeYgA1	192.168.134.131	35488	173.226.48.53	80	1	GET	astronomy.com	/sitefiles/images/search-icon.png	http://astronomy.com/	'Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.97 Safari/537.36'	0	353	200	OK	-	-	-	(empty)	-	-	-	-	-	FLhH6kaAEu6T4M32j	image/png
1566626944.807466	C1tkdOQOYlDrpV4Sc	192.168.134.131	35491	173.226.48.71	80	1	GET	cs.astronomy.com	/resized-image.ashx/__size/300x0/__key/telligent-evolution-components-attachments/13-62-00-00-00-49-25-57/Mosaic_5F00_7_5F00_Merged_5F00_AM.jpg	http://astronomy.com/	'Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.97 Safari/537.36'	0	15881	200	OK	-	-	-	(empty)	-	-	-	-	-	FBgjp2jV0BQYb7flf	image/jpeg
1566626944.811094	CQYNRZ1BZxaWlcelSh	192.168.134.131	35493	173.226.48.53	80	1	GET	astronomy.com	/sitefiles/images/header-bg.jpg	http://astronomy.com/bundles/styles/base?v=zOgRRynbqH-L3V-nrweMQL3DwgkkHUBBJHJ1GTGRoww1	'Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.97 Safari/537.36'	0	11070	200	OK	-	-	-	(empty)	-	-	-	-	-	FFQNzu4FJtjdn1sutd	image/jpeg
1566626944.828344	CZgDbR3woFN61w1yD3	192.168.134.131	35495	173.226.48.71	80	1	GET	cs.astronomy.com	/resized-image.ashx/__size/300x0/__key/telligent-evolution-components-attachments/13-62-00-00-00-49-25-55/Moon-Apennine-Caucasus-Mosaic_5F00_Apollo-15-Landing-Site.jpg	http://astronomy.com/	'Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.97 Safari/537.36'	0	30392	200	OK	-	-	-	(empty)	-	-	-	-	-	F9I9vLGa8GUJ8iLd7	image/jpeg
1566626944.829443	CiXW5d3aSG8ZPRZKw7	192.168.134.131	35499	173.226.48.71	80	1	GET	cs.astronomy.com	/resized-image.ashx/__size/300x0/__key/telligent-evolution-components-attachments/13-59-00-00-00-49-25-54/Pelican_2D00_Ha_2B00_L_2B00_RGB_2D00_large.jpg	http://astronomy.com/	'Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.97 Safari/537.36'	0	18930	200	OK	-	-	-	(empty)	-	-	-	-	-	F85i9AePgGFTNqKRh	image/jpeg
1566626944.829245	COfcdW15SB3J4Ql1Ve	192.168.134.131	35496	173.226.48.71	80	1	GET	cs.astronomy.com	/resized-image.ashx/__size/300x0/__key/telligent-evolution-components-attachments/13-62-00-00-00-49-25-56/Waxing-Gibbous-Moom-Mosaic_5F00_Tycho_5F00_B_5F00_Size_5F002800_Mer_2900_.jpg	http://astronomy.com/	'Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.97 Safari/537.36'	0	29941	200	OK	-	-	-	(empty)	-	-	-	-	-	FcmffBfvdwSGe3Bc	image/jpeg
1566626944.442662	CuMZFos4sN1hyQNNe	192.168.134.131	35471	173.226.48.53	80	3	GET	astronomy.com	/WebResource.axd?d=SHIAvhwCShrH23XC55aKwRRPsi1piT7ID68hAPlhoL9y7pkz7T2o6YMblZc85xuSGxrpfgGt8K63skckd2YDUQ3Soa4CuQH63sOLcdp9qRk1&t=636934705199995647	http://astronomy.com/	'Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.97 Safari/537.36'	0	23063	200	OK	-	-	-	(empty)	-	-	-	-	-	F36UUi4Mf4toiI7aSl	text/plain
1566626944.802611	CxSkcj99JAbCvgNgi	192.168.134.131	35490	173.226.48.53	80	1	GET	astronomy.com	/sitefiles/images/moon.png	http://astronomy.com/bundles/styles/base?v=zOgRRynbqH-L3V-nrweMQL3DwgkkHUBBJHJ1GTGRoww1	'Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.97 Safari/537.36'	0	33606	200	OK	-	-	-	(empty)	-	-	-	-	-	F50hdj2eeSaOzfUQm5	image/png
1566626944.889430	Cvl2lV3QUlCYO92l04	192.168.134.131	35492	173.226.48.53	80	2	GET	astronomy.com	/sitefiles/images/covers.png	http://astronomy.com/bundles/styles/base?v=zOgRRynbqH-L3V-nrweMQL3DwgkkHUBBJHJ1GTGRoww1	'Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.97 Safari/537.36'	0	6404	200	OK	-	-	-	(empty)	-	-	-	-	-	FCdkfl15z6A2xCAel6	image/png
1566626944.891908	CNzPfi41gMIcKeYgA1	192.168.134.131	35488	173.226.48.53	80	2	GET	astronomy.com	/-/media/Images/News and Observing/News/2019/11/xrayburst.jpg?mw=300	http://astronomy.com/	'Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.97 Safari/537.36'	0	14144	200	OK	-	-	-	(empty)	-	-	-	-	-	FTVV8G2nYnMmtOalK6	image/jpeg
