#separator \x09
#set_separator	,
#empty_field	(empty)
#unset_field	-
#path	http
#open	2019-11-16-19-56-50
#fields	ts	uid	id.orig_h	id.orig_p	id.resp_h	id.resp_p	trans_depth	method	host	uri	referrer	user_agent	request_body_len	response_body_len	status_code	status_msg	info_code	info_msg	filename	tags	username	password	proxied	orig_fuids	orig_mime_types	resp_fuids	resp_mime_types
#types	time	string	addr	port	addr	port	count	string	string	string	string	string	count	count	count	string	count	string	string	set[enum]	string	string	set[string]	vector[string]	vector[string]	vector[string]	vector[string]
1566577882.347973	C0Wv5cr3SF1KQySSf	192.168.134.132	34360	140.233.2.206	80	1	GET	middlebury.edu	/	-	'Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.97 Safari/537.36'	0	149	302	Redirect	-	-	-	(empty)	-	-	-	-	-	F2cBUmPRaLdmjTfzc	text/html
1566578176.136535	Cl5c3L2yDHyOl5I3b3	192.168.134.131	9263	106.3.135.111	80	1	GET	hzp.onlylady.com	/js/ol_allbrand.js	http://www.onlylady.com/	'Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.97 Safari/537.36'	0	226421	200	OK	-	-	-	(empty)	-	-	-	-	-	FOKkd12Bz729gvFVrl	text/plain
1566578178.132903	C7RxRq2zmj4ZMeSlL4	192.168.134.131	9255	103.244.234.219	80	1	-	-	-	-	-	0	90	400	Bad request	-	-	-	(empty)	-	-	-	-	-	FIVtmpzCKMrHHxLrj	text/html
1566578178.134452	C6F88v3oITBX9qhc51	192.168.134.131	9268	106.3.135.105	80	1	-	-	-	-	-	0	90	400	Bad request	-	-	-	(empty)	-	-	-	-	-	FLw7L72OvgcOHCHUoj	text/html
1566578177.221144	CDatl9466S6HMAcfX6	192.168.134.131	9257	157.185.163.158	80	8	GET	new-img1.ol-img.com	/moudlepic/172_module_images/201911/5dcbb07ecb145_259.jpg	http://www.onlylady.com/	'Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.97 Safari/537.36'	0	85193	200	OK	-	-	-	(empty)	-	-	-	-	-	F8PBTbsE7rxFVsUQd	image/jpeg
1566578178.015942	C3ZWsMClTEFdNROCe	192.168.134.132	35048	146.141.13.50	80	2	GET	www.wits.ac.za	/media/wits-university-style-assets/javascript/slick.min.js	http://www.wits.ac.za/	'Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.97 Safari/537.36'	0	32070	200	OK	-	-	-	(empty)	-	-	-	-	-	FYQVoY3WTjLMKiUayd	text/plain
1566578178.058291	C1Dffp1ySjCaMrbQS3	192.168.134.132	35042	146.141.13.50	80	3	GET	www.wits.ac.za	/media/wits-university-style-assets/javascript/t4-custom.js	http://www.wits.ac.za/	'Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.97 Safari/537.36'	0	18521	200	OK	-	-	-	(empty)	-	-	-	-	-	Fzecul4pxlI6Ms9QMc	text/plain
1566578178.057461	CKMvJf1uWbGTX5Hchl	192.168.134.132	35043	146.141.13.50	80	2	GET	www.wits.ac.za	/media/wits-university-style-assets/javascript/jquery.matchHeight-min.js	http://www.wits.ac.za/	'Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.97 Safari/537.36'	0	3380	200	OK	-	-	-	(empty)	-	-	-	-	-	Fa3ivk4ORRG4ePbvX3	text/plain
1566578177.670338	CTPoS84AYn1ijGfs07	192.168.134.132	35046	146.141.13.50	80	3	GET	www.wits.ac.za	/media/wits-university-style-assets/javascript/foundation.min.js	http://www.wits.ac.za/	'Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.97 Safari/537.36'	0	209118	200	OK	-	-	-	(empty)	-	-	-	-	-	F8036h2pCXTPxr9DT4	text/plain
1566578177.960190	CUt57d4R5fwtb04Fp7	192.168.134.131	9266	58.49.225.144	80	1	GET	new-img3.ol-img.com	/assets/onlylady/css/public/newIndex_v201607.css?v=515	http://www.onlylady.com/	'Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.97 Safari/537.36'	0	47697	200	OK	-	-	-	(empty)	-	-	-	-	-	FbRip73ukBDMWtTp73	text/plain
1566578178.017224	CVkfiJ37SwlINGCGs6	192.168.134.132	35045	146.141.13.50	80	2	GET	www.wits.ac.za	/media/wits-university-style-assets/javascript/updates.js	http://www.wits.ac.za/	'Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.97 Safari/537.36'	0	34409	200	OK	-	-	-	(empty)	-	-	-	-	-	FacwbF1e4C32AHb0Me	text/plain
1566578178.668048	CNZ7Mz1QDZ31Dzx4si	192.168.134.132	35052	209.197.3.15	80	1	GET	maxcdn.bootstrapcdn.com	/font-awesome/4.3.0/fonts/fontawesome-webfont.woff2?v=4.3.0	http://maxcdn.bootstrapcdn.com/font-awesome/4.3.0/css/font-awesome.min.css	'Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.97 Safari/537.36'	0	56780	200	OK	-	-	-	(empty)	-	-	-	-	-	FbT3Uj2PkJuAdw74u7	-
1566578178.237139	CID9I444rC1VJNKfrg	192.168.134.131	9270	58.49.225.146	80	1	GET	btn.onlylady.com	/201911/723286bd2a44de480407df146e811e16.jpg	http://www.onlylady.com/	'Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.97 Safari/537.36'	0	152723	200	OK	-	-	-	(empty)	-	-	-	-	-	FTBsjw4lbmh0MnxEua	image/jpeg
1566578179.260997	CU4CXN1np6ABKoIFXh	192.168.134.131	9277	157.185.163.158	80	1	GET	new-img5.ol-img.com	/assets/onlylady/images/index/b_01.png	http://new-img3.ol-img.com/assets/onlylady/css/public/newIndex_v201607.css?v=515	'Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.97 Safari/537.36'	0	429	200	OK	-	-	-	(empty)	-	-	-	-	-	FOdpTp3eqVv98aspr3	image/png
1566578179.035532	C9xZ1U2a00WuXA8sS3	192.168.134.131	9275	157.185.163.158	80	1	GET	new-img1.ol-img.com	/assets/onlylady/images/watch/new.png	http://new-img3.ol-img.com/assets/onlylady/css/public/newIndex_v201607.css?v=515	'Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.97 Safari/537.36'	0	18314	200	OK	-	-	-	(empty)	-	-	-	-	-	FRXCib2kDedjPmRfb3	image/png
1566578178.489839	C3ZWsMClTEFdNROCe	192.168.134.132	35048	146.141.13.50	80	3	GET	www.wits.ac.za	/media/wits-university/home-page/wits-shop.png	http://www.wits.ac.za/	'Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.97 Safari/537.36'	0	109411	200	OK	-	-	-	(empty)	-	-	-	-	-	F9EQFr3omkRUACVGb9	image/png
1566578179.349675	CURyJa3Ffn0W2mitE2	192.168.134.131	9283	157.185.163.158	80	1	GET	new-img5.ol-img.com	/assets/onlylady/images/index/scrollBts.png	http://new-img3.ol-img.com/assets/onlylady/css/public/newIndex_v201607.css?v=515	'Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.97 Safari/537.36'	0	1922	200	OK	-	-	-	(empty)	-	-	-	-	-	F8IXXW2JZXJO1jMwxb	image/png
1566578179.589410	CspqIo1wMBXAXTHBYl	192.168.134.131	9286	58.49.225.148	80	1	GET	new-img4.ol-img.com	/assets/onlylady/images/index/black_bg.png	http://new-img3.ol-img.com/assets/onlylady/css/public/newIndex_v201607.css?v=515	'Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.97 Safari/537.36'	0	95	200	OK	-	-	-	(empty)	-	-	-	-	-	FONHo81l3it4ozO153	image/png
1566578179.588793	C83b021mavKdlES91c	192.168.134.131	9288	58.49.225.148	80	1	GET	new-img4.ol-img.com	/assets/onlylady/images/index/navIcon.png	http://new-img3.ol-img.com/assets/onlylady/css/public/newIndex_v201607.css?v=515	'Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.97 Safari/537.36'	0	988	200	OK	-	-	-	(empty)	-	-	-	-	-	FlWfAm2iA9WmzgPn18	image/png
1566578178.490860	C1Dffp1ySjCaMrbQS3	192.168.134.132	35042	146.141.13.50	80	4	GET	www.wits.ac.za	/media/wits-university/home-page/student crisis line.png	http://www.wits.ac.za/	'Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.97 Safari/537.36'	0	165304	200	OK	-	-	-	(empty)	-	-	-	-	-	FGCvRQ3MMpp7esLsfl	image/png
1566578178.488884	CKMvJf1uWbGTX5Hchl	192.168.134.132	35043	146.141.13.50	80	3	GET	www.wits.ac.za	/media/wits-university/news-and-events/images/generic/2018-jul-dec/Generic_Economy-and-infrastructure_600x300px.jpg	http://www.wits.ac.za/	'Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.97 Safari/537.36'	0	122353	200	OK	-	-	-	(empty)	-	-	-	-	-	FvIFqA3UWFeG7dhqKf	image/jpeg
1566578179.731170	C3ZWsMClTEFdNROCe	192.168.134.132	35048	146.141.13.50	80	4	GET	www.wits.ac.za	/media/wits-university-style-assets/css/fonts/slick.woff	http://www.wits.ac.za/media/wits-university-style-assets/css/slick.css	'Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.97 Safari/537.36'	0	16068	404	Not Found	-	-	-	(empty)	-	-	-	-	-	FAUIsX2Qajzq8dvvF7	text/html
1566578178.795387	Ci7Zpb3HDyycQPahC2	192.168.134.131	9274	157.185.163.158	80	1	GET	new-img1.ol-img.com	/moudlepic/172_module_images/201911/5dc39417e60e3_205.jpg	http://www.onlylady.com/	'Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.97 Safari/537.36'	0	438851	200	OK	-	-	-	(empty)	-	-	-	-	-	FqTlmT1URpZJMLdnea	image/jpeg
1566578179.957983	C1Dffp1ySjCaMrbQS3	192.168.134.132	35042	146.141.13.50	80	5	GET	www.wits.ac.za	/media/wits-university/news-and-events/images/curiosity/issue-6/Inala-marching-against-bread-cartels_\xc3\x82Curiosity_600x300px.jpg	http://www.wits.ac.za/	'Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.97 Safari/537.36'	0	42849	200	OK	-	-	-	(empty)	-	-	-	-	-	Flesjh40SdngcoaD2j	image/jpeg
1566578179.331241	Cja1Su1aosjt0yC9rj	192.168.134.131	9279	157.185.163.158	80	1	GET	new-img5.ol-img.com	/moudlepic/172_module_images/201911/5dc4e444ab2ec_389.png	http://www.onlylady.com/	'Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.97 Safari/537.36'	0	251234	200	OK	-	-	-	(empty)	-	-	-	-	-	FYLAQHRVR0FWgOpug	image/png
1566578180.211174	C1Dffp1ySjCaMrbQS3	192.168.134.132	35042	146.141.13.50	80	6	GET	www.wits.ac.za	/media/wits-university-style-assets/css/fonts/slick.ttf	http://www.wits.ac.za/media/wits-university-style-assets/css/slick.css	'Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.97 Safari/537.36'	0	16068	404	Not Found	-	-	-	(empty)	-	-	-	-	-	FmJD6j2x0j7ihFZRsc	text/html
1566578179.974562	CKMvJf1uWbGTX5Hchl	192.168.134.132	35043	146.141.13.50	80	4	GET	www.wits.ac.za	/media/wits-university/news-and-events/images/curiosity/issue-8/Curiosity-Issue-8_600x300px.jpg	http://www.wits.ac.za/	'Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.97 Safari/537.36'	0	46750	200	OK	-	-	-	(empty)	-	-	-	-	-	Fwccfl2UhYpJRayhY5	image/jpeg
1566578178.739069	CDatl9466S6HMAcfX6	192.168.134.131	9257	157.185.163.158	80	9	GET	new-img1.ol-img.com	/moudlepic/172_module_images/201911/5dc4dc7f207e2_260.png	http://www.onlylady.com/	'Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.97 Safari/537.36'	0	748901	200	OK	-	-	-	(empty)	-	-	-	-	-	FsAoQ425bGobAqTcL8	image/png
1566578179.326733	Cyr2fn1DyQVF46D3L4	192.168.134.131	9280	157.185.163.158	80	1	GET	new-img5.ol-img.com	/moudlepic/172_module_images/201911/5dbcf15ba2a0b_385.png	http://www.onlylady.com/	'Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.97 Safari/537.36'	0	460761	200	OK	-	-	-	(empty)	-	-	-	-	-	FZgI1kHcVufPg0ye3	image/png
1566578180.477523	CKMvJf1uWbGTX5Hchl	192.168.134.132	35043	146.141.13.50	80	5	GET	www.wits.ac.za	/media/wits-university-style-assets/css/ajax-loader.gif	http://www.wits.ac.za/media/wits-university-style-assets/css/slick.css	'Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.97 Safari/537.36'	0	16068	404	Not Found	-	-	-	(empty)	-	-	-	-	-	Fkospk3yDfZRNQN6d4	text/html
1566578179.732798	C9xZ1U2a00WuXA8sS3	192.168.134.131	9275	157.185.163.158	80	2	GET	new-img1.ol-img.com	/assets/onlylady/images/index/h2_title.jpg	http://new-img3.ol-img.com/assets/onlylady/css/public/newIndex_v201607.css?v=515	'Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.97 Safari/537.36'	0	93255	200	OK	-	-	-	(empty)	-	-	-	-	-	FWgHwW3AMJHCZmvF47	image/jpeg
1566578180.499066	C1Dffp1ySjCaMrbQS3	192.168.134.132	35042	146.141.13.50	80	7	GET	www.wits.ac.za	/site-wide-notices/emergency-notice.json	http://www.wits.ac.za/	'Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.97 Safari/537.36'	0	0	200	OK	-	-	-	(empty)	-	-	-	-	-	-	-
1566578178.779166	CYOk1R1qGe7mRx3Io	192.168.134.131	9273	157.185.163.158	80	1	GET	new-img1.ol-img.com	/moudlepic/172_module_images/201911/5dc4dc9d4c58e_355.png	http://www.onlylady.com/	'Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.97 Safari/537.36'	0	1055666	200	OK	-	-	-	(empty)	-	-	-	-	-	FBIhyw29bR6gqqypmk	image/png
1566578179.331759	C1z5yc2xir5FsE6Lll	192.168.134.131	9278	157.185.163.158	80	1	GET	new-img1.ol-img.com	/moudlepic/172_module_images/201911/5dbcee76bb739_879.png	http://www.onlylady.com/	'Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.97 Safari/537.36'	0	506067	200	OK	-	-	-	(empty)	-	-	-	-	-	FiKdHr4IFwpOSp67Zd	image/png
1566578180.586042	CF8YVO3raYxW6oEhv8	192.168.134.131	9290	106.3.135.105	80	1	GET	olpv.onlylady.com	/file/p.ht?t=1574045981372892&zyuv=&ip_ck=	http://www.onlylady.com/	'Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.97 Safari/537.36'	0	9003	200	OK	-	-	-	(empty)	-	-	-	-	-	FTXFJ03DLA7eqLVpvd	text/plain
1566578179.338162	C9iuuT2yVa2S8R4kV3	192.168.134.131	9281	157.185.163.158	80	1	GET	new-img1.ol-img.com	/moudlepic/172_module_images/201911/5dc4e45e9d801_762.png	http://www.onlylady.com/	'Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.97 Safari/537.36'	0	462417	200	OK	-	-	-	(empty)	-	-	-	-	-	FnGWPv3TIwDo3X1mV1	image/png
1566578179.081050	CGRjgq2NE3ntjxyLG3	192.168.134.131	9276	157.185.163.158	80	1	GET	new-img5.ol-img.com	/moudlepic/172_module_images/201911/5dbcf12edc533_788.png	http://www.onlylady.com/	'Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.97 Safari/537.36'	0	927973	200	OK	-	-	-	(empty)	-	-	-	-	-	FFCeCF3SRJ8ulh6Rij	image/png
1566578179.996910	C3ZWsMClTEFdNROCe	192.168.134.132	35048	146.141.13.50	80	5	GET	www.wits.ac.za	/media/wits-university/news-and-events/images/curiosity/issue-8/Curiosity-Issue-8_Cover2_2200x800px.jpg	http://www.wits.ac.za/	'Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.97 Safari/537.36'	0	233002	200	OK	-	-	-	(empty)	-	-	-	-	-	F0fAKd1l4dvwCnbbD1	image/jpeg
1566578181.002756	CXgV6X35AmRynYmut7	192.168.134.130	6615	144.202.46.214	80	1	POST	144.202.46.214	/504vsa/server/vssvc.php	-	Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; Trident/5.0)	95	237	200	OK	-	-	-	(empty)	-	-	-	Ffvwti3hu04ogeE8Ta	text/plain	FXg6ND3pBQ2SybiXXa	text/html
1566578178.611888	CVkfiJ37SwlINGCGs6	192.168.134.132	35045	146.141.13.50	80	3	GET	www.wits.ac.za	/media/wits-university/home-page/Students-in-front-of-Great-Hall-credit-Shivan-Parusnath600x300.png	http://www.wits.ac.za/	'Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.97 Safari/537.36'	0	348565	200	OK	-	-	-	(empty)	-	-	-	-	-	Fqn7Hb4nw9Z7mfluH1	image/png
1566578181.252447	CMyy352FlRtRchzHIk	192.168.134.135	8765	74.123.154.158	80	1	GET	alsa.org	/	-	'Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.97 Safari/537.36'	0	0	301	Moved Permanently	-	-	-	(empty)	-	-	-	-	-	-	-
1566578178.486279	CTPoS84AYn1ijGfs07	192.168.134.132	35046	146.141.13.50	80	4	GET	www.wits.ac.za	/media/wits-university/study/images/stylised-great-hall-credit-Shivan-Parusnath.png	http://www.wits.ac.za/	'Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.97 Safari/537.36'	0	605850	200	OK	-	-	-	(empty)	-	-	-	-	-	FzvRr01M6YSGEt3Z8a	image/png
1566578179.625526	CDPrycF4wwDkC62Rf	192.168.134.131	9289	58.49.225.148	80	1	GET	new-img4.ol-img.com	/moudlepic/172_module_images/201911/5dbb9f103ce5e_453.png	http://www.onlylady.com/	'Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.97 Safari/537.36'	0	764402	200	OK	-	-	-	(empty)	-	-	-	-	-	F56fhp1fP5Ar5nZks6	image/png
1566578181.338596	CVNS2e1ZEN2RZrMQm5	192.168.134.129	2616	104.28.22.9	80	1	GET	onlinepharmacyzefb.com	/	-	'Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.97 Safari/537.36'	0	64455	200	OK	-	-	-	(empty)	-	-	-	-	-	Fc467Z2crJn7UgJ0Eh	text/html
1566578180.783934	C1Dffp1ySjCaMrbQS3	192.168.134.132	35042	146.141.13.50	80	8	GET	www.wits.ac.za	/media/wits-university/faculties-and-schools/commerce-law-and-management/images/2019/Student-taking-notes-credit-Shivan-Parusnath.png	http://www.wits.ac.za/	'Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.97 Safari/537.36'	0	227611	200	OK	-	-	-	(empty)	-	-	-	-	-	FgoM6b3A6qkAtJFVDa	image/png
1566578181.675509	Cj9NTY1ZixLoAY3vkk	192.168.134.129	2617	104.28.22.9	80	1	GET	onlinepharmacyzefb.com	/onlinepharmacyzefb/css_002.css	http://onlinepharmacyzefb.com/	'Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.97 Safari/537.36'	0	2228	200	OK	-	-	-	(empty)	-	-	-	-	-	FnvxCSSGjaaEl9wW6	text/plain
1566578181.677311	CrPp9h1KcY6YtGdU7l	192.168.134.129	2618	104.28.22.9	80	1	GET	onlinepharmacyzefb.com	/onlinepharmacyzefb/css_003.css	http://onlinepharmacyzefb.com/	'Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.97 Safari/537.36'	0	9626	200	OK	-	-	-	(empty)	-	-	-	-	-	FLs8u32qFzQYGNSUH9	text/plain
1566578181.696915	CGEUv42qcIy1qJ3Hr1	192.168.134.129	2621	104.28.22.9	80	1	GET	onlinepharmacyzefb.com	/onlinepharmacyzefb/css.css	http://onlinepharmacyzefb.com/	'Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.97 Safari/537.36'	0	2592	200	OK	-	-	-	(empty)	-	-	-	-	-	FrjtAaQS7XbqKwlT6	text/plain
1566578181.697564	CB48wY1rRDXwFNKkzi	192.168.134.129	2620	104.28.22.9	80	1	GET	onlinepharmacyzefb.com	/onlinepharmacyzefb/common.js	http://onlinepharmacyzefb.com/	'Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.97 Safari/537.36'	0	76065	200	OK	-	-	-	(empty)	-	-	-	-	-	FmtfgW2T94FnQsHyf4	text/plain
1566578181.697194	ClWAmd1c3iNUKXUIHg	192.168.134.129	2619	104.28.22.9	80	1	GET	onlinepharmacyzefb.com	/onlinepharmacyzefb/styles.css	http://onlinepharmacyzefb.com/	'Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.97 Safari/537.36'	0	278508	200	OK	-	-	-	(empty)	-	-	-	-	-	F6mETr3FnPsg7Zrbx3	text/plain
1566578181.725279	CVNS2e1ZEN2RZrMQm5	192.168.134.129	2616	104.28.22.9	80	2	GET	onlinepharmacyzefb.com	/onlinepharmacyzefb/11.js	http://onlinepharmacyzefb.com/	'Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.97 Safari/537.36'	0	222	404	Not Found	-	-	-	(empty)	-	-	-	-	-	FgPgw60AqBlPtvqc	text/html
1566578180.744911	CKMvJf1uWbGTX5Hchl	192.168.134.132	35043	146.141.13.50	80	6	GET	www.wits.ac.za	/media/wits-university/home-page/Chemisty-student-credit-Shivan-Parusnath.png	http://www.wits.ac.za/	'Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.97 Safari/537.36'	0	286881	200	OK	-	-	-	(empty)	-	-	-	-	-	Fbyy4s4pXryCASvsv8	image/png
1566578181.881692	Cj9NTY1ZixLoAY3vkk	192.168.134.129	2617	104.28.22.9	80	2	GET	onlinepharmacyzefb.com	/onlinepharmacyzefb/util.js	http://onlinepharmacyzefb.com/	'Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.97 Safari/537.36'	0	224	404	Not Found	-	-	-	(empty)	-	-	-	-	-	FJcLccWbI1MAepGFe	text/html
1566578181.893441	CrPp9h1KcY6YtGdU7l	192.168.134.129	2618	104.28.22.9	80	2	GET	onlinepharmacyzefb.com	/onlinepharmacyzefb/Medlio%20Logo%20Red%20Beta.svg	http://onlinepharmacyzefb.com/	'Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.97 Safari/537.36'	0	12039	200	OK	-	-	-	(empty)	-	-	-	-	-	FX4wHVMoXWqSRc1qh	image/svg+xml
1566578180.705879	CDatl9466S6HMAcfX6	192.168.134.131	9257	157.185.163.158	80	10	GET	new-img1.ol-img.com	/moudlepic/172_module_images/201910/5db7a8c966f19_728.png	http://www.onlylady.com/	'Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.97 Safari/537.36'	0	618462	200	OK	-	-	-	(empty)	-	-	-	-	-	FjFEzX1pKMmpM8H2ea	image/png
1566578181.993201	CVNS2e1ZEN2RZrMQm5	192.168.134.129	2616	104.28.22.9	80	3	GET	onlinepharmacyzefb.com	/onlinepharmacyzefb/App%20store.png	http://onlinepharmacyzefb.com/	'Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.97 Safari/537.36'	0	45920	200	OK	-	-	-	(empty)	-	-	-	-	-	FWIgJ711Eh4hx03a46	image/png
1566578180.394308	Ci7Zpb3HDyycQPahC2	192.168.134.131	9274	157.185.163.158	80	2	GET	new-img1.ol-img.com	/moudlepic/172_module_images/201910/5db7a8de54f97_141.png	http://www.onlylady.com/	'Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.97 Safari/537.36'	0	855411	200	OK	-	-	-	(empty)	-	-	-	-	-	FQv9RG3WfZMvhftlu3	image/png
1566578182.186745	CrPp9h1KcY6YtGdU7l	192.168.134.129	2618	104.28.22.9	80	3	GET	onlinepharmacyzefb.com	/onlinepharmacyzefb/polyfills.js	http://onlinepharmacyzefb.com/	'Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.97 Safari/537.36'	0	116061	200	OK	-	-	-	(empty)	-	-	-	-	-	F1Q0V64kysR4BwKdH4	text/plain
1566578181.918668	CQnCGD2rwZ1VtET2ik	192.168.134.135	8766	74.123.154.158	80	1	GET	www.alsa.org	/	-	'Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.97 Safari/537.36'	0	64653	200	OK	-	-	-	(empty)	-	-	-	-	-	FM4qyy2HIQVPlp3Stj	text/html
1566578179.589651	CtepfA1nbh1ldbsBsc	192.168.134.131	9287	58.49.225.148	80	1	GET	new-img4.ol-img.com	/moudlepic/172_module_images/201910/5db7a918f21b6_182.png	http://www.onlylady.com/	'Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.97 Safari/537.36'	0	374159	200	OK	-	-	-	(empty)	-	-	-	-	-	FUD1t12P8YYqMSPnh	image/png
